request_id,t_start,t_end,latency_ms,status,server_latency_s
40814963-dfea-482e-b503-ba9c24e01ee1,1782295447.482984,1782295533.027226,85544.24,200,0.07784375400024146
0c89d32d-e33b-41ae-8d31-51e640a7bb2e,1782295504.086263,1782295504.895714,809.45,200,0.6684001740004533
6aefdea9-459e-40a1-b3ed-5054c5ac5d18,1782295504.515202,1782295504.974731,459.53,200,0.0831888570000956
26ebe967-3fb9-4f35-aca9-88c383c33fae,1782295504.702653,1782295505.123297,420.64,200,0.07364147899988893
dadd0ee5-4c69-419a-bfa4-2a26bc87cb9d,1782295504.832944,1782295505.123607,290.66,200,0.07134261200008041
44f2ac2e-6885-4587-81df-39676ae53705,1782295504.858107,1782295505.194493,336.39,200,0.07015755999964313
1fea24b0-df65-498d-8bdd-eb3ef66a577a,1782295504.882024,1782295505.262964,380.94,200,0.06674052000016673
aa1d9112-d9a1-4fe3-9998-4e60805a397a,1782295504.890706,1782295505.396636,505.93,200,0.07184229300037259
3db6cd7e-9795-4017-8564-8b4da31ea2ca,1782295505.099964,1782295505.396899,296.94,200,0.05866257199977554
98776e14-cdb0-4506-8cbb-00e23a8f2c01,1782295505.600746,1782295505.689847,89.10,200,0.07851884199953929
1cd67bf7-0c1a-40c7-b7d6-0c17d045461a,1782295505.820663,1782295505.904261,83.60,200,0.0746813129999282
0087c310-d9b6-4b2c-b387-9760707be14c,1782295505.972830,1782295506.071436,98.61,200,0.08915618599985464
d3af6eb5-cbb8-4459-9733-c8abc410fea2,1782295506.001543,1782295506.151394,149.85,200,0.0787269889997333
c1fa0a3c-4b2d-4b2d-a4fa-b8c709514246,1782295506.029380,1782295506.410681,381.30,200,0.15312453199931042
36145cca-e8ea-4ee2-bfce-5ecf3f4c26de,1782295506.098641,1782295506.410682,312.04,200,0.09814650299995265
721be2d0-bbcf-41a5-b0a2-6b39d1f1ee40,1782295506.526452,1782295506.593497,67.05,200,0.06031287699988752
7017341d-6e0c-48bc-8a13-78454daeebf2,1782295506.715001,1782295506.774626,59.62,200,0.0543180670001675
53f8001f-9af0-4b54-bac2-298849d8e6d7,1782295506.845030,1782295506.916866,71.84,200,0.06629708499986009
f9603c8d-9a34-43d6-bb0b-989b987ef791,1782295506.868871,1782295507.079535,210.66,200,0.07357417300045199
e41a7b29-4459-4227-b63b-f12fad6c1923,1782295506.893806,1782295507.079968,186.16,200,0.08581331799996406
981d4729-0ad1-464f-a7a3-120a0cad0501,1782295506.902659,1782295507.248449,345.79,200,0.1651907809991826
a11ad34e-d3bb-4310-a8ba-0025c353d2c0,1782295507.150396,1782295507.323735,173.34,200,0.07253185499939718
